epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate,l_rasch,l_gap,l_student
11,0.8974432999968095,0.8211907537469959,0.7740085186938003,0.47786828004856147,0.03679859661497176,0.011161619637918035,0.1782280578650862,0.40728237755441415,12286.323633829752,11853.703659057617
12,0.8948810346853476,0.821969838140622,0.7753525792711784,0.47614053222200203,0.03706367682510366,0.011046950231318508,0.1777201686465758,0.5055335018162926,12272.985321044922,11840.638359069824
13,0.892301561670068,0.8228059192214034,0.7745385707524847,0.47422817519273913,0.037462916264000036,0.010933807398908263,0.1772158714515075,0.6178203219703088,12259.63501993815,11827.564018249512
14,0.8898842645708246,0.8229950808157902,0.7748035967818268,0.47292283785974765,0.03747198381461203,0.010822234740966942,0.17671620963955612,0.7452087267301977,12246.292231241861,11814.508185068766
15,0.8879412131128709,0.8239349670539934,0.775579744439186,0.4720633834238143,0.03749560956687977,0.010712298634466705,0.1762200266249859,0.8886081567034125,12232.962412516275,11801.443116505941
16,0.8850817823618176,0.8242124380775644,0.7757879791765263,0.47002273475753914,0.03773688470634321,0.010603771521098876,0.17572829638560353,1.0485806306824088,12219.619237263998,11788.379868825277
17,0.8832508729096648,0.8243600924133168,0.7756743965925225,0.46872944440736175,0.038208779568473496,0.010496841707476043,0.1752402285308391,1.2266668534527223,12206.288787841797,11775.325855255127
18,0.8816041716309099,0.8251742150439554,0.7765830572645528,0.46828505100116485,0.03810418420471251,0.010391218672261298,0.1747559395931656,1.4199744804451864,12192.970977783203,11762.287352244059
19,0.8791898121518554,0.8251201311883252,0.7766966398485565,0.4667672180872136,0.03825216422167917,0.01028696112430285,0.17427665548362445,1.6304884652296703,12179.654113769531,11749.252449035645
20,0.8772042993049928,0.8265638490843387,0.7774349266445811,0.4655470255993437,0.03850254373780141,0.010184273019436578,0.1738014538112296,1.8598849140107632,12166.348154703775,11736.231363932291
21,0.8747800392808524,0.8268450322159955,0.7773781353525793,0.46392298280613603,0.03871391927047322,0.010083031227359094,0.17333043947470375,2.1104583387884,12153.050160725912,11723.228284200033
22,0.8728037348682949,0.8271676690586943,0.7780028395646001,0.4628058872819538,0.03886601243478557,0.009983208516627798,0.17286334440661102,2.381728764002522,12139.770156860352,11710.221809387207
23,0.8705592703875106,0.8274693215449506,0.7773781353525793,0.4612487566821651,0.03915623063221574,0.009884814508961542,0.17239981418989517,2.6763537116348743,12126.49225362142,11697.226270039877
24,0.8682878052013004,0.8282508801523241,0.7775106483672504,0.4597454886748105,0.03936868521850556,0.00978773801126228,0.17194159939511353,2.9935023986424008,12113.216278076172,11684.224146525064
25,0.866283032198336,0.8302668666788932,0.7777946048272598,0.4586765396152846,0.03942840429954231,0.009692117464788385,0.17148800574538536,3.3305175664524236,12099.934387207031,11671.264147440592
26,0.8634035267806462,0.8311345046157268,0.7787789872219593,0.4561540319429888,0.039972691253448524,0.009598061987859341,0.17104034560875367,3.684710651015242,12086.676528930664,11658.29348373413
27,0.8605929631584809,0.8315961352585973,0.7792901088499763,0.45402356337324146,0.04023136862087995,0.009505409288936801,0.17059825514652202,4.054945768788457,12073.4299214681,11645.34366353353
28,0.8586043566889442,0.833395808411654,0.779649787032655,0.4526181775803831,0.04056273687941333,0.00941433042517272,0.17016243432528655,4.435462948555748,12060.178970336914,11632.388875325521
29,0.8553932886329608,0.8334501521305995,0.7790629436819687,0.4500170789944928,0.04086178611032665,0.009324657359871119,0.1697328284211267,4.818604174380501,12046.923227945963,11619.461654663086
30,0.853355688593628,0.8346107914676837,0.7799337434926644,0.44843084124618965,0.041285908625771604,0.009236585620713137,0.16930981558708702,5.203247185796499,12033.683090209961,11606.534404754639
31,0.8506582431714969,0.8361018643343905,0.7800851869380029,0.4457343895611024,0.0420849098979185,0.009150009966137747,0.16889422686252442,5.583836022764444,12020.433024088541,11593.62247212728
32,0.8482007787012167,0.8362435197648825,0.7798390913393279,0.4439579435007745,0.04229228803887963,0.009064810377992024,0.16848756812297513,5.956765810648601,12007.223317464193,11580.71979522705
33,0.8449925668521319,0.8368867909278233,0.779649787032655,0.44098742766787935,0.04286788939498365,0.008981232864769786,0.168089068811885,6.311862436433633,11994.010803222656,11567.808725992838
34,0.842855675310726,0.8376039435936972,0.7806909607193564,0.4390713945769051,0.04344686004333198,0.008899160546917093,0.16769985421327324,6.657577980309725,11980.834075927734,11554.903546651205
35,0.840902775515581,0.8381841797909926,0.778760056791292,0.4374635409393219,0.04390847007744014,0.008818637571319744,0.16732020217985114,6.982956821098924,11967.669006347656,11542.023611704508
36,0.8379526878281637,0.8373735653151103,0.7805205868433507,0.4348271037145823,0.04438579377407829,0.008739659279413186,0.16695016775108995,7.297364015753071,11954.515569051107,11529.150773366293
37,0.836200523566203,0.8378221397950485,0.7795929957406531,0.43370498044445105,0.04458222763302425,0.008662096073093073,0.16658920392799667,7.599364964912335,11941.361155192057,11516.315933227539
38,0.8341344521171316,0.8377198355451387,0.7793469001419783,0.4317247800483987,0.04523329297080636,0.008585970121233298,0.16623734894497302,7.888235163564484,11928.253234863281,11503.470040639242
39,0.832029105630201,0.8373646394039622,0.777870326549929,0.430253474973525,0.04540493836005529,0.008511341460751123,0.1658946423740769,8.166961446404457,11915.152867635092,11490.647040049234
40,0.8304193502598526,0.8383031050560417,0.7763558920965452,0.4289286228571408,0.04586440177323917,0.008438178068603879,0.16556122865019066,8.43412296846509,11902.066579182943,11477.831409454346
41,0.8291841966836132,0.8395938414183394,0.7799148130619972,0.4285470057227753,0.04582652387519678,0.008366544361394434,0.16523755875034551,8.700053721666336,11888.989939371744,11465.035331726074
42,0.8273625977619895,0.838849592883326,0.7800094652153337,0.4269955185854614,0.04627804170983533,0.00829626160697087,0.16492173697066476,8.940037613113722,11875.9250386556,11452.234373728434
43,0.8244536737890152,0.8397445975771188,0.7798012304779933,0.4241972212901321,0.04685623128898442,0.008227395083363837,0.16461279719431207,9.170542518918714,11862.875035603842,11439.446156819662
44,0.8209801770534731,0.8387616141892703,0.7789304306672977,0.4210032059684927,0.04728125656644503,0.008159866323064691,0.1643086590643836,9.399526635184884,11849.831471761068,11426.69966506958
45,0.8191554810300617,0.8390425059590281,0.7790061523899668,0.41950498785595386,0.04765867876509825,0.008093468105504802,0.16400885214852323,9.615864398578802,11836.833536783854,11413.946144104004
46,0.8177515542166383,0.838972581465669,0.7792901088499763,0.4184819288570205,0.0479811435410132,0.008028336838884455,0.16371367565702022,9.828322773178419,11823.824137369791,11401.261764526367
47,0.8160633442664734,0.8380214352712673,0.7784003786086133,0.4172959151157755,0.04819194623269141,0.007964440806200231,0.16342351285543433,10.034640756746134,11810.835322062174,11388.560279846191
48,0.8139375196856141,0.8381677501297491,0.7774349266445811,0.41520524307038603,0.04879430766838292,0.00790170438184695,0.16313830255246678,10.232379287481308,11797.8620707194,11375.866269429525
49,0.8131177583376644,0.8380529921273195,0.778949361097965,0.4150257476680315,0.048871316170940794,0.007840140112920358,0.16285823780652411,10.428649297604958,11784.897288004557,11363.211667378744
50,0.8106589280541922,0.8387591108393329,0.7786086133459537,0.4128716201771769,0.04922782753904661,0.007779709296112009,0.16258265668769276,10.614309951663017,11771.95903523763,11350.54970296224
51,0.8108090323409227,0.8386483822932198,0.7789304306672977,0.4135049771207122,0.049423730078463755,0.007720501463897245,0.1623114813166127,10.794970405598482,11759.026092529297,11337.919512430826
52,0.8096073048678379,0.8386860152260626,0.7798769522006626,0.41308974107178353,0.049352724803611636,0.0076624058941122805,0.16204601200300287,10.976616164048513,11746.113901774088,11325.282483418783
53,0.8082792703859459,0.8391660780526335,0.780918125887364,0.41188556990687863,0.049839610854784645,0.007605565958846383,0.16178645524084123,11.151596228281656,11733.203653971354,11312.67032368978
